"5meo_dmt";297;"meo";"dmt";"pipe";"5meo";"inhaled";"crystal";"substance";"smoke";"chemical";"lung";"hit";"flame";"lighter";"dose";"exhaled";"small";"smoked";"smoking";"mg";"trip";"vaporized";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"dmt";291;"dmt";"pipe";"crystal";"glass";"exhaled";"lung";"smoke";"toke";"hit";"lighter";"light";"smoked";"flame";"inhaled";"smoking";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ketamine";290;"ketamine";"line";"snorted";"bump";"injected";"injection";"snorting";"dose";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5meo_dipt";281;"foxy";"dipt";"meo";"load";"mg";"mdma";"capsule";"dose";"tryptamine";"substance";"methoxy";"fox";"lsd";"5meo";"trip";"psychedelic";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"hbw";275;"seed";"woodrose";"hawaiian";"baby";"hbwr";"lsa";"drink";"hbw";"coating";"chewed";"scraped";"stomach";"water";"crushed";"tripping";"sleep";"ground";"ate";"swallowed";"trip";"drank";"eat";"eaten";"grinder";"acid";"extraction";"strange";"drink";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"caffeine";272;"caffeine";"coffee";"pill";"cup";"drank";"vivarin";"stimulant";"drinking";"substance";"mg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2ce";269;"2c";"2ce";"psychedelic";"chemical";"tripping";"mg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"diphenhydramine";259;"diphenhydramine";"benadryl";"pill";"peruvian";"mg";"dxm";"bottle";"peruvianus";"benedryl";"dramamine";"tablet";"pm";"medicine";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cacti";250;"cactus";"pedro";"san";"mescaline";"juice";"mdma";"boiled";"spine";"cutting";"trichocereus";"inch";"liquid";"dried";"core";"blender";"torch";"alkaloid";"psychedelic";"pachanoi";"tripping";"peyote";"process";"blended";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"amt";240;"amt";"mg";"tripping";"jaw";"chemical";"dose";"capsule";"quite";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"nutmeg";240;"nutmeg";"nut";"spice";"tablespoon";"ground";"stoned";"tea";"woke";"mouth";"dry";"milk";"buzz";"hangover";"store";"tired";"cigarette";"door";"asleep";"morning";"bloodshot";"whole";"bed";"hallucination";"read";"try";"teaspoon";"sleep";"drank";"pm";"cup";"red";"headache";"bad";"ate";"stuff";"fresh";"eat";"food";"eating";"bought";"wasn";"dream";"grater";"burp";"tv";"reading";"work";"next";"high";"pretty";"eye";"sick";"lot";"kick";"slept";"rest";"couldn";"mixed";"pleasant";"memory";"tea";"ll";"half";"grated";"horrible";"shit";"weed";"spoonful";"home";"heavy";"mild";"bottle";"spoon";"didn";"don";"sure";"music";"remember";"getting";"decided";"throat";"swallow";"fell";"placebo";"stomach";"watching";"wake";"too";"quite";"gram";"hard";"powder";"nothing";"nasty";"kind";"head";"having";"ingestion";"anything";"worth"
"datura";229;"datura";"seed";"pod";"plant";"jimson";"flower";"bitter";"dry";"hallucination";"leaf";"talking";"mouth";"stramonium";"hospital";"trumpet";"pleasant";"premium";"growing";"walked";"remember";"kitchen";"cup";"drank";"read";"bathroom";"hallucinating";"house";"woke";"dream";"her";"boiled";"ate";"asked";"told";"water";"she";"walk";"him";"kept";"walking";"hand";"heard";"happened";"bed";"front";"asking";"his";"standing";"sitting";"saw";"pupil";"drink";"picked";"black";"looked";"foot";"looking";"real";"floor";"vision";"trying";"called";"room";"conversation";"said";"found";"glass";"morning";"he";"seeing";"gone";"fell";"home";"reality";"car";"delirium";"pick";"drunk";"imaginary";"eat";"saying";"wall";"asleep";"tell";"left";"knew";"sat";"where";"realize";"smoking";"normal";"eating";"yard";"scared";"dangerous";"strange";"must";"doing";"mom";"someone"
"kratom";228;"kratom";"tea";"opiate";"gram";"leaf";"extract";"talking";"vendor";"legal";"nausea";"cup";"powdered";"euphoria";"taste";"drank";"wall";"motion";"dose";"online";"powder";"withdrawal";"seems";"slight";"water";"use";"herb";"boil";"strong";"euphoric";"stomach";"drink";"warm";"mixed";"le";"dos";"mild";"work";"plant";"hydrocodone";"substance";"amount";"alcohol";"slightly";"similar";"used";"coffee";"level";"potential";"nice";"begin";"report";"addiction";"definitely";"however";"cannabis";"today";"ordered";"added";"may";"using";"mix";"super";"unpleasant";"give";"read";"seem";"quite";"liquid";"oxycodone";"stuff";"addictive";"without";"pain";"opium";"usually";"help";"add";"certainly";"drinking";"week";"buzz";"better";"boiling";"thai";"low";"somewhat";"teaspoon";"recently";"stimulation";"boiled";"placebo";"conclusion";"physical";"positive";"opioid";"increase";"bit";"energy";"daily";"headache"
"dimenhydrinate";227;"dramamine";"dimenhydrinate";"pill";"hallucination";"gravol";"sickness";"cap";"asleep";"seeing";"bed";"kept";"conversation";"tired";"saw";"fell";"taking";"dosage";"heard";"room";"sitting";"woke";"walking";"looked";"real";"spider";"bathroom";"told";"turned";"heavy";"door";"tablet";"mouth";"computer";"hearing";"house";"talk";"wasn";"dxm";"realized";"sat";"home";"trip";"parent";"couldn";"leg";"shit";"she";"remember";"walked";"read";"said";"bottle";"mom";"outside";"doing";"light";"name";"tv";"morning";"fun";"looking";"fucked";"pack";"didn";"hand";"gone";"happened";"voice";"move";"tripping";"look";"store";"walk";"scared";"fall";"weren";"sleep";"corner";"done";"nothing";"moving";"knew";"probably";"reason";"black";"mg";"asked";"him";"disappeared";"wouldn";"standing";"her";"weird";"night";"seemed";"see";"someone";"next";"thinking";"eye"
"ghb";216;"ghb";"gbl";"alcohol";"dose";"sleep";"hospital";"sleep";"using";"bottle";"withdrawal";"woke";"club";"dos";"sleeping";"week";"benzodiazepine";"her";"ml";"use";"drinking";"passed";"help";"liquid";"addiction";"your";"evening";"month";"symptom";"drunk";"used";"taken";"asleep";"short";"problem";"case";"awake";"sex";"tolerance";"mdma";"party";"great";"increase";"although";"substance";"half";"without";"later";"found";"bed";"side";"anxiety";"point";"overdose";"pretty";"mixed";"able";"wake";"type";"heavy";"combination";"amount";"however";"mix";"drink";"couple";"don";"care";"keep";"last";"know";"another";"waking";"ago";"insomnia";"etc";"became";"take";"water";"year";"since";"almost";"quite";"doctor";"breathing";"someone";"where";"hand";"night";"work";"due";"stopped";"normal";"sometimes";"dosing";"full";"will";"dopamine";"fine";"starting";"during"
"alprazolam";207;"xanax";"alprazolam";"mg";"bar";"pill";"anxiety";"oc";"prescription";"memory";"dose";"taking";"she";"taken";"problem";"half";"warm";"hydrocodone";"story";"woke";"prescribed";"work";"happened";"report";"alcohol";"dosage";"normal";"home";"course";"pretty";"wake";"2c";"valium";"remember";"getting";"benzos";"morning";"fucked";"beer";"great";"without";"since";"usually";"enough";"girlfriend";"last";"drink";"week";"euphoria";"completely";"am";"daily";"nice";"high";"ago";"don";"month";"ve";"relaxed";"hard";"bed";"mdma";"hell";"definitely";"substance";"well";"told";"doctor";"le";"comedown";"always";"waking";"done";"soon";"might";"make";"best";"apparently";"far";"drunk";"barely";"both";"drinking";"many";"year";"thinking";"long";"given";"rest";"starting";"anything";"low";"benzo";"find";"trying";"didn";"say";"seem";"take";"slightly";"will"
"oxycodone";205;"oxycontin";"oxycodone";"oxy";"opiate";"percocet";"pill";"dose";"snorted";"crushed";"morphine";"pain";"tolerance";"addiction";"mg";"euphoric";"snorted";"pattern";"euphoria";"heroin";"withdrawal";"snorting";"itchy";"prescription";"codeine";"surgery";"snort";"coating";"prescribed";"vicodin";"month";"tablet";"week";"line";"nod";"powder";"high";"sick";"release";"care";"addicted";"oxycontins";"great";"rush";"taking";"dose";"best";"narcotic";"last";"drug";"nausea";"getting";"favorite";"needed";"ve";"better";"since";"percocets";"work";"fine";"painkiller";"user";"half";"help";"always";"done";"don";"used";"use";"valium";"almost";"without";"itching";"every";"fun";"school";"pretty";"addictive";"doing";"cocaine";"didn";"life";"problem";"amazing";"oxys";"bed";"once";"those";"year";"relaxed";"cut";"sleep";"am";"using";"cold";"told";"ha";"kind";"home";"gone";"starting"
"2ct7";204;"2c";"2ct7";"visuals";"nausea";"psychedelic";"mdma";"trip";"lsd";"visual";"t7";"orally";"color";"mg";"snort";"stomach";;;"tripping";"intense";"light";"snorting";"dos";"load";"powder";"trip";"level";"strong";"acid";"definitely";"taken";"extremely";"enjoyable";"nice";"move";"great";"hard";"each";"psychedelics";"energy";"bathroom";"others";"substance";"music";"mind";"finally";"world";"mental";"able";"wonderful";"point";"chemical";"vomit";"although";"le";"look";"nose";"ride";"slight";"come";"swirling";"within";"burn";"eye";"new";"seen";"change";"overwhelming";"state";"became";"somewhat";"our";"empty";"experienced";"coming";"seems";"ha";"try";"having";"far";"mushroom";"beautiful";"already";"start";"once";"becoming";"lot";"where";"during";"wave";"walk";"set";"mild";"quite";"sound";"close";"most";"space";"began";"amazing";"begin"
"2cb";201;"2c";"2cb";"capsule";"line";"dose";"cb";"withdrawal";"mg";"orally";"snorted";"powder";"snort";;;;"constipation";"dose";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"tramadol";196;"tramadol";"ultram";"opiate";"hydrocodone";"pain";"pill";"pain";"codeine";"oxycodone";"mg";"prescription";"tolerance";"tablet";"seizure";"vicodin";"mg";"apap";"taking";"dos";"prescribed";"euphoric";"doctor";"morphine";"addictive";"nausea";"opioid";"symptom";"sleep";"month";"great";"itching";"severe";"killer";"week";"problem";"euphoria";"daily";"buzz";"addiction";"pleasant";"muscle";"dosage";"taken";"lower";"supply";"analgesic";"usually";"last";"ultracet";"year";"high";"work";"sometimes";"drug";"give";"pharmacy";"fun";"tramadols";"heroin";"however";"vomiting";"non";"higher";"opioids";"ago";"headache";"well";"ve";"relaxed";"similar";"doe";"side";"ha";"percocet";"also";"take";"mood";"use";"depression";"nod";"painkiller";"itchy";"pretty";"strong";"slight";"gave";"woke";"nice";"using";"happy";"keep";"every";"stomach";"cause";"type";"effective";"effect";"slightly";"medicine";"later"
"hydrocodone";194;"hydrocodone";"vicodin";"pill";"opiate";"acetaminophen";"prescription";"nausea";"tablet";"warm";"bottle";"euphoric";"surgery";"prescribed";"relaxed";"taking";"eating";"red";"euphoria";"nausea";"doctor";"high";"gave";"codeine";"use";"woke";"stomach";"great";"asleep";"extremely";"week";"sleep";"taken";"addiction";"weed";"morning";"pretty";"drug";"liver";"without";"completely";"painkiller";"happy";"alcohol";"keep";"parent";"cold";"ago";"buzz";"work";"gotten";"addicted";"addictive";"take";"best";"wonderful";"found";"old";"oxycodone";"combination";"numb";"those";"last";"month";"full";"pleasant";"gone";"almost";"nice";"wanted";"two";"sick";"another";"water";"half";"until";"bed";"help";"hydro";"kick";"tolerance";"hard";"awake";"ever";"due";"extraction";"anything";"better";"because";"needed";"decided";"don";"though";"lortab";"slightly";"stay";"start";"starting";"getting";"except";"tired"
"amanitas";182;"amanita";"muscaria";"cap";"dried";"mushroom";"agaric";"powder";"fly";"gram";"ate";"tea";"eat";"shrooms";"dream";"sweating";"drinking";"bottle";"psilocybin";"muscimol";"vision";"taste";"pantherina";"small";"state";"asleep";"drank";"grade";"ordered";"water";"these";"stomach";"read";"consumed";"bed";"buzz";"fell";"sweat";"ibotenic";"washington";"tried";"food";"large";"mild";"nothing";"salivation";"report";"visuals";"woke";"seemed";"half";"trip";"soma";"pleasant";"full";"noticed";"lay";"many";"should";"picked";"three";"tasted";"oven";"each";"siberian";"skin";"awoke";"different";"strange";"smoked";"house";"mind";"slight";"right";"try";"rather";"psychedelic";"began";"medium";"drink";"seems";"experienced";"energy";"found";"hallucination";"yet";"fine";"made";"visual";"thinking";"dry";"both";"death";"them";"yellow";"cup";"remember";"bit";"ingestion";"looking";"size"
"kava";173;"kava";"root";"kavalactones";"cup";"relaxed";"herb";"peak";"capsule";"extract";"taste";"store";"numb";"milk";"drink";"water";"visual";"line";"local";"mix";"tea";"valerian";"alcohol";"drank";"liquid";"relaxation";"relaxing";"tablespoon";"nice";"powdered";"mouth";"health";"mixed";"slightly";"mild";"mixture";"blender";"numbing";"sleep";"stuff";"work";"content";"added";"use";"vivid";"dream";"quite";"kavalactone";"bought";"euphoric";"glass";"pill";"tbsp";"noticed";"combination";"anxiety";"strainer";"oz";"relaxant";"liver";"strained";"effect";"sit";"legal";"slight";"don";"substance";"buzz";"st";"used";"seems";"euphoria";"make";"found";"mg";"definitely";"worth";"without";"high";"coffee";"may";"great";"morning";"pleasant";"will";"wort";"stomach";"food";"well";"calm";"per";"ll";"usually";"herbal";"also";"reading";"effective";"minute";"beverage";"stoned";"doe"
"dpt";172;"dpt";"drip";"dmt";"insufflated";"psychedelic";"visuals";"dealer";"intense";"tryptamine";"nasal";"mg";"snorted";"space";"hcl";"nose";"bag";"cocaine";"music";"experienced";"ego";"dose";"tryptamines";"seems";"state";"set";"experiment";"difficult";"closed";"baseline";"pattern";"intensity";"able";"moment";"insufflation";"look";"sense";"color";"meo";"eye";"somewhat";"warm";"freebase";"coming";"may";"report";"substance";"vision";"field";"im";"nature";"trip";"setting";"light";"nostril";"injection";"his";"quite";"image";"level";"full";"within";"energy";"vibration";"world";"sound";"part";"rather";"both";"administration";"powerful";"similar";"seemed";"sensation";"chemical";"word";"sure";"universe";"together";"point";"start";"put";"psychedelics";"itself";"describe";"self";"nice";"each";"looking";"far";"trying";"end";"between";"previous";"their";"such";"most";"physical";"strong";"breathing";"beautiful"
"heroin";171;"heroin";"dope";"needle";"vein";"shoot";"shooting";"gasoline";"addiction";"methadone";"smack";"money";"shot";"syringe";"opiate";"withdrawal";"air";"damage";"junkie";"junky";"addicted";"injected";"clean";"month";"tar";"habit";"shit";"coke";"nod";"warm";"dollar";"rush";"addict";"always";"spoon";"using";"pain";"job";"old";"powder";"line";"week";"brown";"year";"snorted";"fuck";"fucked";"blood";"street";"gave";"tolerance";"score";"detox";"sick";"injecting";"arm";"use";"cotton";"doing";"cooked";"every";"od";"rehab";"crack";"hell";"cash";"high";"girlfriend";"life";"guy";"last";"warmth";"loved";"call";"give";"love";"care";"new";"family";"foil";"daily";"stealing";"knew";"used";"him";"hooked";"told";"getting";"plunger";"need";"his";"enough";"soon";"worst";"ago";"smoking";"called";"together";"cold";"gram";"she"
"inhalants";158;"huffing";"huff";"huffed";"inhalant";"gas";"duster";"sleep";"inhaling";"inhale";"inhaled";"breath";"brain";"sound";"garage";"freon";"asleep";"reason";"hallucination";"bored";"nitrous";"butane";"rag";"hear";"spray";"inhalents";"hit";"mouth";"vision";"floor";"passed";"sprayed";"head";"noise";"second";"heard";"voice";"fume";"nozzle";"saw";"stop";"dangerous";"echo";"sitting";"bag";"ether";"loud";"deep";"used";"lung";"stupid";"done";"stopped";"house";"suddenly";"came";"sniffing";"high";"kept";"can";"die";"couldn";"glue";"remember";"scared";"wore";"year";"looked";"your";"reality";"doing";"happened";"tried";"last";"smell";"ran";"red";"computer";"never";"mother";"everything";"bottle";"hearing";"know";"fell";"worth";"said";"turned";"god";"long";"headache";"parent";"hell";"fuck";"stuff";"dizzy";"became";"death";"started";"put";"old"
"zolpidem";156;"ambien";"pill";"zolpidem";"sleeping";"prescribed";"mg";"pill";"insomnia";"remember";"prescription";"amnesia";"bed";"memory";"taken";"doctor";"otc";"usually";"awake";"hallucination";"stilnox";"ambiens";"aid";"problem";"fall";"morning";"night";"don";"trouble";"taking";"room";"usually";"she";"her";"however";"empty";"later";"alcohol";"woke";"floor";"dream";"wall";"talking";"anything";"wake";"happened";"take";"falling";"enough";"least";"car";"kick";"stay";"dangerous";"dose";"next";"substance";"hard";"drug";"told";"house";"moving";"interesting";"give";"several";"look";"put";"right";"strange";"quite";"find";"work";"completely";"slightly";"took";"him";"xanax";"tired";"computer";"screen";"dos";"thinking";"normal";"tolerance";"wasn";"tell";"hospital";"ve";"side";"report";"definitely";"ha";"tablet";"sure";"short";"walking";"instead";"because";"probably";"having";"bottle"
"codeine";154;"codeine";"tylenol";"opiate";"acetaminophen";"paracetamol";"extraction";"medication";"phosphate";"euphoria";"tablet";"relaxed";"warm";"pain";"bottle";"prescription";"interaction";"week";"caffeine";"drank";"mg";"solution";"stomach";"buzz";"bed";"tolerance";"heavy";"water";"quite";"empty";"taking";"aspirin";"sleep";"cold";"once";"slight";"mood";"dos";"recreational";"problem";"side";"itchy";"mild";"dose";"euphoric";"t3s";"high";"anyway";"warmth";"nausea";"half";"great";"ve";"bit";"nice";"calm";"syrup";"keep";"computer";"week";"containing";"drug";"music";"filter";"use";"sort";"woke";"using";"rather";"probably";"headache";"doctor";"sure";"bad";"couple";"note";"method";"without";"don";"extracted";"cough";"combination";"course";"relaxing";"taken";"le";"getting";"seems";"fact";"fun";"usual";"happy";"last";"used";"make";"valium";"extremely";"enjoyable";"symptom";"drinking";"straight"
"bupropion";150;"wellbutrin";"bupropion";"sr";"depression";"prescribed";"xl";"psychedelic";"mg";"depressant";"taking";"anti";"pill";"daily";"med";"seizure";"mg";"tripping";"anxiety";"doctor";"disorder";"dose";"month";"don";"psychiatrist";"side";"ssri";"heart";"ve";"stop";"wasn";"antidepressant";"snorting";"why";"problem";"bed";"until";"adderall";"year";"bad";"able";"help";"symptom";"couldn";"welbutrin";"zoloft";"ha";"twice";"noticed";"depressed";"better";"didn";"drug";"am";"fine";"take";"worse";"shaking";"needed";"severe";"depressive";"reaction";"prescription";"mood";"headache";"since";"high";"having";"pretty";"dos";"buproprion";"hell";"morning";"later";"else";"recently";"school";"these";"finally";"effexor";"right";"dxm";"awake";"your";"sleep";"almost";"those";"chemical";"anything";"night";"hand";"smoking";"going";"during";"hospital";"second";"many";"quite";"focus";"add";"fact"
"2ct2";148;"2c";"2ct2";"visuals";"visual";"chemical";"color";"taken";"load";"substance";"nausea";"peak";"dose";"psychedelics";"stomach";"intense";"help";"dose";"clear";"compound";"both";"phenethylamines";"music";"headache";"t2";"pattern";"scale";"interesting";"tracer";"beautiful";"general";"mdma";"coming";"setting";"decide";"ingested";"overall";"alert";"however";"point";"object";"intensity";"higher";"full";"body";"during";"better";"slight";"trying";"strong";"shulgin";"amazing";"taken";"nice";"may";"wall";"le";"beginning";"such";"different";"experienced";"new";"similar";"hallucination";"uncomfortable";"within";"own";"trip";"simply";"move";"powder";"phenethylamine";"done";"bit";"part";"maybe";"pretty";"thinking";"start";"quality";"process";"close";"listening";"fairly";"mild";"lsd";"finally";"seems";"discomfort";"seemed";"getting";"outside";"dos";"slightly";"come";"shifting";"these";"yet";"note";"starting";"least"
"diazepam";146;"valium";"diazepam";"pill";"taking";"opiate";"sleep";"prescribed";"mg";"codeine";"euphoria";"anxiety";"alcohol";"relaxed";"sure";"benzos";"mg";"heart";"substance";"pain";"find";"want";"chemical";"mix";"getting";"muscle";"combination";"music";"similar";"enough";"drug";"tell";"food";"pretty";"dos";"year";"week";"need";"doing";"helped";"benzo";"fact";"definitely";"awake";"quite";"used";"usually";"least";"slight";"high";"long";"report";"however";"better";"many";"state";"use";"work";"new";"both";"barely";"asleep";"well";"looking";"side";"stuff";"control";"always";"real";"since";"put";"note";"might";"mild";"hard";"ha";"seems";"without";"mind";"having";"wanted";"probably";"blue";"between";"slightly";"nice";"once";"amount";"say";"morning";"lost";"kicked";"though";"these";"hand";"idea";"rest";"spent";"usual";"mdma";"tolerance"
"methylphenidate";140;"ritalin";"methylphenidate";"concerta";"snorted";"pill";"snort";"anxiety";"add";"crushed";"school";"stimulant";"snorting";"cocaine";"diagnosed";"orally";"diagnosed";"depressed";"adderall";"class";"depression";"doctor";"rush";"line";"prescription";"taking";"stay";"problem";"euphoria";"speed";"amphetamine";"help";"stop";"appetite";"tired";"sleep";"morning";"addiction";"using";"want";"adhd";"increased";"always";"don";"concentrate";"fine";"awake";"addicted";"depressed";"energy";"tablet";"talking";"study";"jittery";"high";"doing";"fun";"give";"used";"start";"rate";"attention";"didn";"med";"since";"anything";"until";"crush";"keep";"wasn";"mood";"pretty";"euphoric";"use";"coke";"drug";"without";"year";"week";"fast";"disorder";"bad";"happy";"done";"care";"blood";"gave";"lot";"better";"paranoia";"great";"eat";"medication";"alcohol";"bottle";"love";"focused";"three";"cigarette";"craving";"find"
